name,features,cuisines,meals,special meals,official_description,rating,street,country,region,coords,image
The MEAT - Kerry Hotel Pudong,"Reservations, Private Dining, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, ","American, Steakhouse, Grill, ","Brunch, Lunch, Dinner, Drinks, ","Gluten Free Options, ",The MICHELIN Plate,5.0,"No.1388 Huamu Road Kerry Hotel, Pudong",China,Shanghai Region,"{'latitude': '31.2132', 'longitude': '121.56331'}",https://media-cdn.tripadvisor.com/media/photo-o/04/21/0e/33/the-meat.jpg
Yi Cafe at Pudong Shangri-La,"Seating, Parking Available, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Reservations, Wine and Beer, Accepts Credit Cards, Buffet, Validated Parking, Table Service, ","International, Seafood, Asian, ","Lunch, Dinner, Brunch, Breakfast, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.5,33 Fu Cheng Road,China,Shanghai Region,"{'latitude': '31.23553', 'longitude': '121.500015'}",https://media-cdn.tripadvisor.com/media/photo-o/17/bb/de/57/caption.jpg
Flair Rooftop,"Validated Parking, Highchairs Available, Reservations, Outdoor Seating, Seating, Parking Available, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Discover, Accepts Credit Cards, Table Service, ","Bar, ","Lunch, Dinner, Late Night, Drinks, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ","Now, although Shanghai isn't the capital ",5.0,"58F, The Ritz Carlton Shanghai, Pudong, No. 8 Century Avenue, Lujiazui, Pudong",China,Shanghai Region,"{'latitude': '31.236746', 'longitude': '121.501144'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/ec/e9/7d/photo1jpg.jpg
La Vita e Bella,"Reservations, Seating, Table Service, Delivery, Takeout, Outdoor Seating, Private Dining, Parking Available, Street Parking, Validated Parking, Free off-street parking, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Dog Friendly, Family style, Gift Cards Available, ","Italian, Steakhouse, Pizza, Mediterranean, European, Contemporary, Emilian, Northern-Italian, ","Lunch, Dinner, Breakfast, Brunch, Drinks, ","Vegetarian Friendly, Vegan Options, ","La Vita E Bella ,Shanghai is the second restaurant we have in China The first one is based in Guangzhou and opened about 3 years ago. The Shanghai Branch is open it",5.0,"77 Gaoyue Rd, Baoshan 201,2/F, No 16 building,bridge life park,",China,Shanghai Region,"{'latitude': '31.31691', 'longitude': '121.47267'}",https://media-cdn.tripadvisor.com/media/photo-o/1c/21/fc/4a/tiramisu.jpg
WOOBAR at W Shanghai - The Bund,"Reservations, Outdoor Seating, Seating, Table Service, ","Bar, Wine Bar, Pub, ",,,"The action is always at WOOBAR, whether it",5.0,"66, Lvshun Road 4/F, W SHANGHAI - THE BUND",China,Shanghai Region,"{'latitude': '31.24898', 'longitude': '121.49656'}",https://media-cdn.tripadvisor.com/media/photo-o/10/7e/81/75/getlstd-property-photo.jpg
Ultraviolet by Paul Pairet,"Seating, Serves Alcohol, Reservations, Private Dining, Digital Payments, Accepts Credit Cards, Table Service, ","European, Contemporary, ","Dinner, ",,"Now, although Shanghai isn't the capital ",5.0,"6th floor, Bund 18, 18 Zhongshan Dong Yi Lu, Huangpu District",China,Shanghai Region,"{'latitude': '31.240433', 'longitude': '121.468544'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/27/a8/77/uv-room-woods-autumn.jpg
Windows on the Park,"Reservations, Seating, Serves Alcohol, Free Wifi, Table Service, Highchairs Available, Wheelchair Accessible, ","European, Asian, ","Breakfast, Lunch, Dinner, Brunch, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,5.0,"No.88 Nanjing West Road 1/F, Radisson Blu Hotel Shanghai New World",China,Shanghai Region,"{'latitude': '31.23405', 'longitude': '121.473274'}",https://media-cdn.tripadvisor.com/media/photo-o/16/f1/bc/bf/windows-on-the-park.jpg
Sakemate,"Reservations, Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, ","Japanese, Peruvian, Latin, Japanese Fusion, Sushi, Asian, ","Dinner, Lunch, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,5.0,"1/F, No. 7, Yan'an East Road, Wai Tan, Huang Pu District",China,Shanghai Region,"{'latitude': '31.232922', 'longitude': '121.4912'}",https://media-cdn.tripadvisor.com/media/photo-o/1a/ac/c0/1f/sakemate.jpg
Sky Dome Bar,"Reservations, Serves Alcohol, Full Bar, Free Wifi, Table Service, Seating, Live Music, ","Bar, Pub, International, ","Drinks, ","Vegetarian Friendly, ","Spectacularly lit and located in the top glass dome of the hotel, the Sky Dome Bar is one of a kind in Shanghai. This bar features nightly live entertainment to dance or just relax and listen to music whilst enjoying a cocktail.",4.5,"47/F, Radisson Blu Hotel Shanghai New World, No.88 Nanjing West Road, Huangpu Road",China,Shanghai Region,"{'latitude': '31.234793', 'longitude': '121.47275'}",https://media-cdn.tripadvisor.com/media/photo-o/16/f1/bd/2b/sky-dome-bar.jpg
Salon de Ville,"Reservations, Seating, Parking Available, Free Wifi, Table Service, Private Dining, Serves Alcohol, ","European, International, ","Lunch, ","Vegan Options, ","Formerly the news room where the Shanghai Club members read their papers, catch up over the latest news and smoke a pipe, Salon de Ville is now one of the more ",5.0,"No. 2 Zhong Shan Dong Yi Road Waldorf Astoria Shanghai on the Bund, Waldorf Astoria Club Lobby, Huang Pu District",China,Shanghai Region,"{'latitude': '31.233452', 'longitude': '121.489845'}",https://media-cdn.tripadvisor.com/media/photo-o/10/93/4f/78/salon-de-ville.jpg
Epicure on 45,"Reservations, Seating, Parking Available, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, ","European, International, ","Lunch, Dinner, Brunch, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ","Elegant, with modern style and appeal and a bird's-eye view of the city. Epicure on 45 is a revolving restaurant featuring Shanghai's finest a la carte selections and exciting show kitchens preparing delicious food from Europe, China, Japan and India.",4.5,"88 Nanjing Road (W), Shanghai, China Radisson Blu Hotel Shanghai New World",China,Shanghai Region,"{'latitude': '31.234783', 'longitude': '121.472916'}",https://media-cdn.tripadvisor.com/media/photo-o/14/1d/10/b5/nice-view-from-restaurant.jpg
Summer Palace,"Reservations, Seating, Parking Available, Serves Alcohol, Free Wifi, Takeout, Private Dining, Validated Parking, Highchairs Available, Wheelchair Accessible, Table Service, ","Chinese, Asian, ","Breakfast, Lunch, Dinner, Brunch, ","Vegetarian Friendly, Gluten Free Options, ",The MICHELIN Plate,4.5,"1218 Middle Yan'an Road Level 3, Jing An Shangri-La, West Shanghai",China,Shanghai Region,"{'latitude': '31.22294', 'longitude': '121.45033'}",https://media-cdn.tripadvisor.com/media/photo-o/04/64/a6/9c/summer-palace-jing-an.jpg
The Fellas,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, ","Italian, Bar, Mediterranean, European, Sicilian, Southern-Italian, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.5,"7/F, No.7 Yan'an East Road, Huangpu District At the Bund",China,Shanghai Region,"{'latitude': '31.23273', 'longitude': '121.491325'}",https://media-cdn.tripadvisor.com/media/photo-o/10/90/8b/2a/the-interior-and-bar.jpg
Long Bar at Waldorf Astoria Shanghai on the Bund,"Reservations, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Free Wifi, Live Music, Jazz Bar, ","Seafood, Bar, International, European, ","Dinner, Late Night, Drinks, ",,My stay at the Waldorf Shanghai on the Bund was near flawless. Pros,4.5,No. 2 Zhong Shan Dong Yi Road Waldorf Astoria Club Lobby Huang Pu District,China,Shanghai Region,"{'latitude': '31.233856', 'longitude': '121.491425'}",
Goodfellas,"Reservations, Seating, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, ","Italian, Pizza, European, Tuscan, Romana, Lazio, Sicilian, Sardinian, Central-Italian, Southern-Italian, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.5,"Waitan, No.7 Yan'an East Road, Huangpu District",China,Shanghai Region,"{'latitude': '31.232885', 'longitude': '121.49122'}",https://media-cdn.tripadvisor.com/media/photo-o/05/38/54/cf/goodfellas.jpg
Atto Primo,"Takeout, Highchairs Available, Full Bar, Accepts Visa, Gift Cards Available, Reservations, Private Dining, Seating, Parking Available, Validated Parking, Valet Parking, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, ","Italian, Pizza, Mediterranean, Tuscan, Romana, Lazio, Sicilian, Central-Italian, Southern-Italian, European, ","Brunch, Lunch, Dinner, Late Night, Drinks, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",The MICHELIN Plate,4.5,"2/F, No.20 Guangdong Road, Bund 5, Huangpu District",China,Shanghai Region,"{'latitude': '31.234407', 'longitude': '121.49082'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/f4/36/1b/hand-crafted-pasta.jpg
CHAR bar and grill,"Reservations, Private Dining, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, ","Steakhouse, European, ","Dinner, Late Night, Drinks, ","Vegetarian Friendly, Gluten Free Options, ",The MICHELIN Plate,4.5,"No.585 Zhongshan Dong Er Road 29-31 Floors, top of Hotel Indigo Shanghai on the Bund",China,Shanghai Region,"{'latitude': '31.226229', 'longitude': '121.5'}",https://media-cdn.tripadvisor.com/media/daodao/photo-o/11/43/46/d0/photo7jpg.jpg
Heeva Cafe Kebab,"Delivery, Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Free Wifi, Table Service, ","Barbecue, Middle Eastern, Persian, ","Lunch, Dinner, Brunch, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, Halal, ",,4.5,Maghsoudbeyk St (Darbandi St) Unit 81,Iran,Tehran Province,"{'latitude': '35.804924', 'longitude': '51.427643'}",https://media-cdn.tripadvisor.com/media/photo-o/12/95/f3/99/rice-with-nuts-and-lamb.jpg
Dizi,"Takeout, Seating, Table Service, ","Middle Eastern, Persian, ","Lunch, ","Halal, ",,4.5,"Iranshahr shomali, Mousa Kalantari street, n#52",Iran,Tehran Province,"{'latitude': '35.712975', 'longitude': '51.41848'}",
Shandiz Mashad,"Delivery, Takeout, Reservations, Seating, Highchairs Available, Table Service, ","Barbecue, Middle Eastern, Persian, ","Lunch, Dinner, Late Night, ","Halal, ",,4.5,"31 Saba Boulevade Off Africa Street, North Tehran",Iran,Tehran Province,"{'latitude': '35.771362', 'longitude': '51.42291'}",https://media-cdn.tripadvisor.com/media/photo-o/0b/72/db/00/photo0jpg.jpg
Yas Restaurant,"Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Free Wifi, Table Service, ","Middle Eastern, Persian, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options, ",,4.5,1425 Valiasr Street Opposite Melat Park,Iran,Tehran Province,"{'latitude': '35.777325', 'longitude': '51.413452'}",https://media-cdn.tripadvisor.com/media/photo-o/14/79/af/aa/photo0jpg.jpg
Sky Lounge - Fusion Restaurant,"Reservations, Outdoor Seating, Seating, Validated Parking, Full Bar, Table Service, ","Sushi, Asian, Middle Eastern, International, ","Lunch, Dinner, Brunch, Late Night, ","Vegetarian Friendly, ","A magical night ahead... Sky Lounge - Fusion Restaurant is the highest restaurant in Tehran, situated on the 21st Floor of Espinas Palace Hotel. Backdropped by the Alborz mountain range over an open kitchen concept, our team of chefs will elevate your dining experiences in our relaxed and chill out setting. The terrace area has seatings that offer sweeping and uninterrupted magnificent skyline city views, with the Milad Tower as a mighty focal point. Perfect spot for fantastic pre ",5.0,"Behroud Square, Saadat Abad Espinas Palace Hotel",Iran,Tehran Province,"{'latitude': '35.792915', 'longitude': '51.356346'}",https://media-cdn.tripadvisor.com/media/photo-o/1a/29/f5/58/interior.jpg
SPU Restaurant,"Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Highchairs Available, Table Service, ","Middle Eastern, Persian, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Halal, ",,4.5,Darakeh Square,Iran,Tehran Province,"{'latitude': '35.80641', 'longitude': '51.384335'}",https://media-cdn.tripadvisor.com/media/photo-o/19/f4/00/3a/spu-restaurant.jpg
Divan,"Reservations, Private Dining, Seating, Parking Available, Validated Parking, Wheelchair Accessible, Free Wifi, Table Service, Live Music, ","Middle Eastern, Persian, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Vegan Options, Halal, ",,4.5,"Fayazi Blvd, Sam Center 8th Floor",Iran,Tehran Province,"{'latitude': '35.79096', 'longitude': '51.41969'}",https://media-cdn.tripadvisor.com/media/photo-o/05/38/2d/ad/divan.jpg
Sharaf El Islam,"Takeout, Seating, ","Middle Eastern, Persian, ","Lunch, ","Halal, ",,4.5,Tehran Bazar South of Tehran,Iran,Tehran Province,"{'latitude': '35.676434', 'longitude': '51.42162'}",https://media-cdn.tripadvisor.com/media/photo-o/0d/19/e0/7e/caption.jpg
Baccara Cafe,"Outdoor Seating, Seating, Table Service, Reservations, Television, Wheelchair Accessible, Free Wifi, ","Cafe, Middle Eastern, Persian, ","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks, ",,Baccara cafe is a renovated 70 years old building with both indoor,5.0,"No 19, Rahnama alley, North Kargar street Enghelab square",Iran,Tehran Province,"{'latitude': '35.703476', 'longitude': '51.391483'}",https://media-cdn.tripadvisor.com/media/photo-o/15/8a/c3/b7/20181128-185553-largejpg.jpg
Ansoo Cafe,"Takeout, Reservations, Seating, Table Service, ","Cafe, Persian, Middle Eastern, ","Breakfast, Lunch, Dinner, Brunch, ","Vegetarian Friendly, Halal, Vegan Options, ",We are now Open in New Address,4.5,"No.11, Warsaw St. Nejatollahi St.",Iran,Tehran Province,"{'latitude': '35.710213', 'longitude': '51.414295'}",https://media-cdn.tripadvisor.com/media/photo-o/16/7c/ed/01/ansoo-cafe.jpg
Taj Mahal Restaurant,"Takeout, Reservations, Seating, Parking Available, Validated Parking, Valet Parking, Free Wifi, Table Service, Delivery, Highchairs Available, ","Indian, Asian, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options, ",INDIAN RESTAURANT Unforgettable Tastes Ever found yourself fond of the pleasing meals of India,4.0,Sheykh Bahayi St.,Iran,Tehran Province,"{'latitude': '35.751602', 'longitude': '51.396206'}",https://media-cdn.tripadvisor.com/media/photo-o/13/9f/e4/1f/indian-restaurant.jpg
Cafe Tehroon,"Seating, Wheelchair Accessible, Table Service, Outdoor Seating, ","Cafe, Persian, ","Breakfast, Lunch, Dinner, Brunch, ","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options, ",,4.5,Khosrow Alley No. 39,Iran,Tehran Province,"{'latitude': '35.712223', 'longitude': '51.415993'}",https://media-cdn.tripadvisor.com/media/photo-o/10/2c/80/3d/entrance.jpg
KUBABA,"Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Table Service, Free Wifi, ","Persian, ","Breakfast, Lunch, Dinner, Brunch, ","Vegetarian Friendly, Halal, Vegan Options, ",,4.0,257 Golkhaneh Street Corner Jordan Avenue,Iran,Tehran Province,"{'latitude': '35.78149', 'longitude': '51.423027'}",https://media-cdn.tripadvisor.com/media/photo-o/0d/e7/f8/77/buffet.jpg
Koohpaye,"Reservations, Outdoor Seating, Buffet, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Free Wifi, Table Service, ",,"Lunch, Dinner, Brunch, ","Halal, Vegetarian Friendly, ","Koohpaye is a place located in the darband mountains that is very well known for amazing food in a gorgeous setting. Customers can either sit outside and enjoy the amazing view or enjoy their meal in the grand dining room. Working exclusively with the best quality products, we can guarantee your satisfaction.",4.0,"Darband Street Darband, Sarband, Koohpaye Sq",Iran,Tehran Province,"{'latitude': '35.830227', 'longitude': '51.42691'}",https://media-cdn.tripadvisor.com/media/photo-o/11/2e/03/a6/line-1509874547434-largejpg.jpg
Alborz,"Seating, Highchairs Available, Table Service, Delivery, Takeout, Live Music, ","Barbecue, Middle Eastern, Persian, ","Lunch, Dinner, Late Night, ","Halal, ",,4.0,North Sohrevardi St,Iran,Tehran Province,"{'latitude': '35.733498', 'longitude': '51.43994'}",
Gilane,"Delivery, Takeout, Reservations, Seating, Highchairs Available, Table Service, ","Middle Eastern, Persian, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Halal, Vegan Options, ",,4.0,Sabah Blvd. Jordan Street,Iran,Tehran Province,"{'latitude': '35.771248', 'longitude': '51.423534'}",https://media-cdn.tripadvisor.com/media/photo-o/0d/57/33/c7/photo6jpg.jpg
Gilaneh Restaurant,"Takeout, Seating, Table Service, Delivery, Reservations, Highchairs Available, ","Middle Eastern, Persian, ","Lunch, Dinner, ","Vegetarian Friendly, Halal, ",,4.0,"Saba blvd, Africa street",Iran,Tehran Province,"{'latitude': '35.771675', 'longitude': '51.421577'}",https://media-cdn.tripadvisor.com/media/photo-o/1a/08/fc/75/20191114-160813-largejpg.jpg
Aali Ghapou Restaurant,"Reservations, Seating, Table Service, Live Music, ","Persian, ","Dinner, Lunch, Late Night, ","Halal, ",,4.0,55 Ghandi street Vanak Square,Iran,Tehran Province,"{'latitude': '35.756382', 'longitude': '51.41201'}",https://media-cdn.tripadvisor.com/media/photo-o/13/5a/0f/fe/photo0jpg.jpg
Agor Cafe,"Takeout, Seating, Table Service, Delivery, Reservations, Free Wifi, ","Cafe, American, Pizza, Grill, Healthy, ","Breakfast, Lunch, Brunch, Dinner, Drinks, ","Vegetarian Friendly, Vegan Options, ","Located on one of the busiest main streets of Tehran, Agor Cafe is a two story, bright, modern, airy space with wide windows. We serve our signature breakfast menu all morning, along with our freshly roasted and brewed coffee and food and drinks all day long. Our style is friendly, cozy, and relaxed. Come visit us for a coffee or meeting your friends and having a great meal anytime. we are open every day from 09",4.5,"No. 814, Enghelab St. corner of barati alley,between nejat oolahi & Ferdowsi sq",Iran,Tehran Province,"{'latitude': '35.701416', 'longitude': '51.41701'}",https://media-cdn.tripadvisor.com/media/photo-o/19/1d/eb/c3/traditional-omelet.jpg
Shemroon Kabab,"Delivery, Takeout, Outdoor Seating, Table Service, ","Barbecue, Middle Eastern, Persian, ","Lunch, Dinner, ","Halal, ",,4.5,"Tehran, Tajrish Square Nort East of Tajrish sq.",Iran,Tehran Province,"{'latitude': '35.80696', 'longitude': '51.429543'}",https://media-cdn.tripadvisor.com/media/photo-o/0d/57/b5/61/shemroon.jpg
Azari Traditional Tea House,"Seating, Table Service, Live Music, ","Grill, Armenian, Azerbaijani, Eastern European, ","Lunch, Dinner, ","Halal, ",,4.5,Vali-E-Asr St Opposite the Municipality of District 4-No 30,Iran,Tehran Province,"{'latitude': '35.660973', 'longitude': '51.398064'}",https://media-cdn.tripadvisor.com/media/photo-o/09/3c/a1/c8/azari-traditional-tea.jpg
Ivan Cafe',"Outdoor Seating, Buffet, Seating, Valet Parking, Cash Only, Free Wifi, Table Service, Reservations, Parking Available, ","Cafe, Persian, ","Brunch, Drinks, Breakfast, Lunch, Dinner, ","Vegan Options, Vegetarian Friendly, ","Ivan Cafe is located in Lalezar St. in central of Tehran. Ivan is next to the one the most beautiful historical house of Tehran,so our ambiance is unique. our menu includes Coffees,Herbal teas,Persian Herbal Extracts, burgers,Pastas, Pizzas, Salads, Traditional Persian foods, natural juices and more if you think there is no good cafe in center Of Tehran,we are ready to change your Hypothesis",4.5,"Ivan cafe' restaurant,1st flour of Marjan Mall, Lalezarno St. or Manouchehri St. 1st Flr, Marjan Mall",Iran,Tehran Province,"{'latitude': '35.696815', 'longitude': '51.42337'}",https://media-cdn.tripadvisor.com/media/photo-o/0d/44/a7/f3/hamburger-highly-recommended.jpg
Narenjestan Restaurant,"Reservations, Seating, Highchairs Available, Wheelchair Accessible, Table Service, Live Music, ","European, Persian, Middle Eastern, ","Dinner, Lunch, ","Halal, ",,4.0,"Sarv Building, Shahrdari Sq",Iran,Tehran Province,"{'latitude': '35.78073', 'longitude': '51.367786'}",https://media-cdn.tripadvisor.com/media/photo-o/18/00/7d/3f/20190620-223015-largejpg.jpg
Kenzo Sushi,"Delivery, Takeout, Reservations, Private Dining, Seating, Free Wifi, Table Service, Highchairs Available, ","Japanese, Sushi, Asian, Fusion, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options, ",,4.0,"No. 30, Khodami St",Iran,Tehran Province,"{'latitude': '35.760498', 'longitude': '51.408134'}",https://media-cdn.tripadvisor.com/media/photo-o/06/22/6b/df/kenzo-sushi.jpg
Cafe Diamond,"Reservations, Outdoor Seating, Seating, Table Service, ","Cafe, ","Breakfast, Lunch, Brunch, ","Vegetarian Friendly, ",,4.5,#33 Fallahpour St,Iran,Tehran Province,"{'latitude': '35.703606', 'longitude': '51.416153'}",https://media-cdn.tripadvisor.com/media/photo-o/18/d2/eb/a6/photo0jpg.jpg
Gole Rezaeeieh,"Seating, Reservations, Table Service, ","Persian, ","Lunch, ","Halal, Vegan Options, ",,4.5,Ghavam Saltane st.,Iran,Tehran Province,"{'latitude': '35.758087', 'longitude': '51.441814'}",https://media-cdn.tripadvisor.com/media/photo-o/0d/5b/1d/24/photo7jpg.jpg
Espinas Hotel - Mandak Traditional Restaurant,"Reservations, Seating, Wheelchair Accessible, Parking Available, Table Service, Live Music, ","Middle Eastern, Persian, ","Dinner, Lunch, ","Vegetarian Friendly, Halal, ","Situated in downtown Tehran, Mandak serves traditional Persian cuisines in a relaxed classic indoor atmosphere featuring a la carte dining options for lunch and dinner. The perfect venue for your lunch business meetings and evening get together with loved ones and friends. Enjoy our sumptuous dishes complemented by live evening traditional band and warm Persian hospitality.",4.0,126 Keshavarz Boulevard Valiasr Sq.,Iran,Tehran Province,"{'latitude': '35.70973', 'longitude': '51.40141'}",https://media-cdn.tripadvisor.com/media/photo-o/0a/3d/d6/01/espinas-hotel-traditional.jpg
Nayeb Saei,"Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Table Service, ","Middle Eastern, Persian, ","Lunch, Dinner, ","Halal, ",,4.0,2220 Valiasr St.,Iran,Tehran Province,"{'latitude': '35.73158', 'longitude': '51.411373'}",https://media-cdn.tripadvisor.com/media/photo-o/05/d8/1b/b1/nayeb-saei.jpg
Bistango,"Reservations, Seating, Serves Alcohol, Table Service, ","French, European, ","Lunch, Dinner, ","Vegetarian Friendly, Halal, ",,4.5,Vali-E-Asr -Ramtin Hotel,Iran,Tehran Province,"{'latitude': '35.73223', 'longitude': '51.411285'}",https://media-cdn.tripadvisor.com/media/photo-o/0c/26/04/7e/in-diesem-hotel-ist-das.jpg
Mivan Restaurant Cafe,"Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Free Wifi, Table Service, Street Parking, ","Mediterranean, Turkish, European, Healthy, Middle Eastern, Soups, ","Breakfast, Lunch, Dinner, Brunch, Drinks, ","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options, ","Cooking with passion, serving with the heart",5.0,Piyerloti Caddesi No: 34 Sultanahmet,Turkey,,"{'latitude': '41.006264', 'longitude': '28.96909'}",https://media-cdn.tripadvisor.com/media/photo-o/12/93/1e/4d/saloon.jpg
Grace Rooftop Restaurant,"Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service, Buffet, Street Parking, Free off-street parking, Wine and Beer, Accepts Credit Cards, Family style, ","Italian, Steakhouse, Seafood, Mediterranean, Turkish, ","Lunch, Dinner, Brunch, Breakfast, Drinks, ","Vegetarian Friendly, Vegan Options, ","Grace rooftop restaurant,which offers the most beautifull on the historical peninsula of Istanbul you can enjoy a 360 view off all ",5.0,Binbirdirek mah. Terzihane sok:15/6 Sultanahmet fatih,Turkey,,"{'latitude': '41.00628', 'longitude': '28.973543'}",https://media-cdn.tripadvisor.com/media/photo-o/1c/a9/59/22/grace-rooftop-panasonic.jpg
Hidden Garden,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Accepts Credit Cards, Table Service, ","Mediterranean, Turkish, Healthy, Barbecue, European, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, ",Turkish and Mediterranean cuisine at your service,5.0,Binbirdirek mah peykhane sokak no:16 Fatih Istanbul Şerefiye sarınıcına 20 my.aşağısında,Turkey,,"{'latitude': '41.00694', 'longitude': '28.972668'}",https://media-cdn.tripadvisor.com/media/photo-o/1c/53/3a/8e/20201115-161512-largejpg.jpg
Divella Bistro Restaurant,"Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service, Street Parking, Free off-street parking, Wine and Beer, Family style, Non-smoking restaurants, ","Italian, Steakhouse, Seafood, Mediterranean, Turkish, Healthy, ","Breakfast, Lunch, Dinner, Brunch, Drinks, ","Vegetarian Friendly, Vegan Options, ",Divella Bisto Restaurant Serves Ottoman Palace Kitchen Tastes And Traditional Turkish Cuisine,5.0,Cankurtaran Mah. AkbIyIk Cad. Adliye sok. No:11/A,Turkey,,"{'latitude': '41.006416', 'longitude': '28.980774'}",https://media-cdn.tripadvisor.com/media/photo-o/1a/4c/d1/e7/d.jpg
Istanbul Anatolian Cuisine,"Delivery, Takeout, Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Street Parking, Free off-street parking, Wine and Beer, Digital Payments, ","Seafood, Mediterranean, Barbecue, Turkish, Middle Eastern, ","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks, ","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options, ",Dear guest our restaurant close to small hagia sofia our restaurant space 40 person we do server sea food barbecue ottoman cuisine salads beer wine soft drinks most welcome dear guests,5.0,"Kadirga Liman Caddesi, Cami Sokak No:7 Kucuk Ayasofya Mahallesi",Turkey,,"{'latitude': '41.003284', 'longitude': '28.972195'}",https://media-cdn.tripadvisor.com/media/photo-o/16/d6/b0/8e/wonderful-food.jpg
Novas Hagiasophia,"Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Street Parking, ","Seafood, Mediterranean, Turkish, Healthy, Grill, ","Breakfast, Lunch, Dinner, Brunch, Drinks, ","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options, ",Hi we do family business and our location also really good and easy for Finder is well NeXT to little hagia sophia our gardens wall are Same Everything,5.0,Kucuk Ayasofya Mahallesi Kucuk Ayasofya Medresesi Sok. Huseyin Medresesi IshanI No:21,Turkey,,"{'latitude': '41.003166', 'longitude': '28.971342'}",https://media-cdn.tripadvisor.com/media/photo-o/19/22/6a/82/photo1jpg.jpg
